Binomial,Normal,Uniform
0,4.270125861,0.208237725
2,3.092051275,0.208358816
0,3.981553173,0.397593597
0,2.216007357,0.372380042
2,4.895770405,0.250060065
0,4.398406829,0.445566402
0,2.346507255,0.013295389
1,2.472093373,0.179674693
1,2.80091797,0.190821773
0,3.814041288,0.166300993
1,2.721374129,0.347713055
1,4.293529363,0.495574426
1,3.601249819,0.142098002
1,3.373694639,0.150143374
0,4.51624805,0.163743612
2,4.578526545,0.231676977
1,5.29746375,0.405256281
0,4.543466036,0.127602945
0,3.942270393,0.294186241
1,2.395278958,0.30873386
2,3.051896991,0.180900354
0,3.649459163,0.228035826
1,5.309613965,0.145515006
1,3.542498018,0.208536554
2,4.092380664,0.143161964
0,3.066207153,0.099309905
0,2.67878126,0.428240815
0,5.778050105,0.358707464
1,4.380071679,0.471669314
1,3.591509715,0.369994058
2,4.141174739,0.317308774
1,4.188741387,0.395133792
0,3.476155892,0.214639504
2,3.875566242,0.080229689
1,2.708467323,0.041438071
2,3.789420527,0.068961859
0,3.899948026,0.380080325
1,4.438239765,0.374539426
0,2.223280402,0.457364923
3,5.063050431,0.38657512
1,4.273511203,0.159912866
3,6.503564778,0.10991976
2,5.805336225,0.127624502
2,4.231106465,0.005892779
3,3.787914461,0.478649565
0,5.71498451,0.423039657
1,5.29120763,0.278130929
1,2.667985589,0.129515083
0,4.057694384,0.073290653
2,2.250468897,0.39316945
0,3.810197313,0.422831175
2,3.753701051,0.230631689
0,4.423358091,0.13947844
0,2.393106807,0.42342006
0,1.892487038,0.014073554
0,3.846440505,0.322033611
0,5.834477216,0.297761186
0,4.099378122,0.418275974
0,3.562512111,0.494005294
1,3.898367725,0.231654649
0,4.678941746,0.185975995
0,2.956216591,0.075914659
1,3.20862134,0.163530211
0,3.067331872,0.135868008
1,2.999149113,0.465367676
0,5.557267643,0.481609868
2,4.484637966,0.49618143
1,3.179403063,0.103486015
0,4.064033891,0.441815213
1,4.01591302,0.172867309
0,3.082431168,0.335501153
0,4.388621981,0.062489756
0,3.720152709,0.317558389
2,3.732594781,0.346598429
2,3.743330454,0.048837762
0,3.419519295,0.241325592
0,5.207311352,0.16429911
1,4.306103636,0.187221158
0,2.746178954,0.304657541
2,4.155381176,0.147370209
1,2.926194943,0.42848995
0,3.880349855,0.305464153
1,6.07351144,0.069114614
0,2.359515754,0.380287117
2,5.184869861,0.405442586
2,2.95935482,0.457300238
1,4.543745691,0.251296376
0,3.876251649,0.087374999
0,2.681518821,0.215528827
0,3.808350578,0.314271292
0,3.732110725,0.064018474
0,3.585764091,0.331097542
1,3.372604496,0.314624072
1,4.791759359,0.028670929
0,2.314559552,0.182857575
0,3.105078079,0.449904963
1,3.403384769,0.122305687
1,3.870254845,0.269817372
1,4.997454728,0.482078215
2,3.737353988,0.095809855
3,4.491768641,0.054249029
1,2.334507545,0.38537253
2,3.638918739,0.349281087
0,3.128514123,0.395220554
0,4.333379587,0.066726573
0,2.932129715,0.427332296
0,3.33927581,0.436146118
0,4.290000635,0.496685762
1,2.603781038,0.056532838
3,5.458316813,0.314670313
2,4.74573742,0.482811175
1,3.021708568,0.294211059
0,4.466308917,0.052469426
0,3.194368125,0.407893845
1,4.294633743,0.031114319
1,4.766053539,0.179389883
3,4.414862703,0.393708523
0,4.882729364,0.217070339
0,3.384799456,0.453465374
2,4.635342121,0.089104352
2,5.868971298,0.199506659
1,4.963904352,0.460563186
0,5.628432025,0.296713888
1,7.66119918,0.132756326
1,2.529480461,0.405543918
2,3.553187929,0.452480047
0,3.026795224,0.412201931
1,5.433361484,0.340827918
0,3.812170147,0.376651083
0,5.627528996,0.195947637
1,3.556864112,0.00740884
0,4.881118556,0.367878309
2,3.276134963,0.038534986
1,4.727422608,0.057762002
0,3.551267976,0.386288775
1,3.920815318,0.347727589
0,2.617859342,0.138312438
2,3.922907132,0.472118775
3,3.281719912,0.284153719
0,3.865780377,0.279336063
1,3.563357175,0.465139594
0,4.947039675,0.241613292
1,3.520536515,0.48980098
2,4.652320694,0.441086311
0,3.769397282,0.014320782
0,2.963880134,0.250061041
1,4.36644489,0.455145018
0,3.583534993,0.084884724
1,3.28980853,0.258535616
1,4.257555656,0.183947443
2,4.30710429,0.153497253
0,2.872371159,0.102181559
2,3.325646987,0.130752136
2,3.041563003,0.222387676
0,4.695980317,0.175032899
0,4.275176925,0.103764308
0,4.674969639,0.174934474
1,4.622907168,0.13713737
2,4.146373258,0.43177532
0,4.632159148,0.071076913
3,4.377151072,0.15202931
0,2.14919948,0.18551909
3,2.837635049,0.088649104
0,2.687935615,0.22851729
0,5.889618934,0.373966564
1,3.806870953,0.33128867
0,6.544306845,0.191690192
3,4.434043934,0.195036604
0,3.447783697,0.060149026
2,4.093016242,0.329252293
0,5.116678966,0.192433981
0,2.721707681,0.499791687
0,3.290300722,0.059824743
1,3.452616122,0.144468126
1,4.752589458,0.42712773
0,2.332815382,0.427101538
1,4.998931303,0.169864139
0,4.202876638,0.341368874
0,4.362313125,0.189375488
0,3.170002612,0.462334618
2,5.277060176,0.193950734
1,2.912409514,0.395820152
1,5.000782105,0.455375197
2,4.210327645,0.345476273
2,4.96894423,0.028136828
1,3.627069534,0.437449077
0,3.194530833,0.293050277
0,3.062300129,0.152436455
1,3.835258402,0.184083363
0,3.424274434,0.488373777
1,4.086680802,0.424528525
0,4.061690897,0.400304303
1,3.65028999,0.494226923
2,3.69274049,0.408271751
3,3.417814929,0.242528405
1,4.200655675,0.477128468
2,3.638165198,0.484346453
0,2.573741086,0.372176421
1,4.481310589,0.250297325
1,2.766175759,0.275692616
0,3.240048377,0.182842809
0,3.582825179,0.304891634
0,3.612847844,0.446397505
1,4.44263593,0.175558973
3,3.860861512,0.27033691
1,4.939656803,0.084452871
1,2.965596703,0.017314135
0,4.861752244,0.147788152
0,2.468700912,0.033103272
0,3.280263676,0.212895592
1,4.142217087,0.453275092
4,2.541191364,0.220341781
1,3.597965153,0.082295865
2,4.923619902,0.333355657
0,3.374745122,0.491572937
2,3.977663436,0.343473156
0,1.829942109,0.355525363
0,5.172445076,0.220253091
2,3.611160766,0.211268566
2,4.68351994,0.474251149
2,3.544079336,0.226198121
1,4.886685201,0.097413535
0,3.046822537,0.303987912
0,4.674046271,0.070950243
0,5.067919466,0.407996779
0,3.391637257,0.042033147
1,4.129056049,0.41319725
2,4.713283289,0.115857247
1,2.827463769,0.439690913
1,3.478803964,0.310124814
0,4.238188328,0.341460227
1,4.661806567,0.086555184
0,3.910558617,0.164128609
0,3.037965124,0.012734431
1,3.413725875,0.170515083
0,3.948523462,0.234294892
0,3.782422052,0.115802551
0,3.378466049,0.402513443
1,5.141349556,0.190183121
1,4.124276504,0.394094007
0,3.568858737,0.00290779
0,5.795215792,0.163067589
1,4.070361196,0.092455271
0,5.517957406,0.108877001
0,5.579562697,0.386688149
2,3.339512753,0.269978155
0,3.898482637,0.061124941
2,3.465758855,0.413709402
1,4.456605423,0.145704711
3,3.711007506,0.071626598
1,4.086396063,0.050484363
0,3.541521771,0.412593669
1,4.392170031,0.188085953
0,2.662038614,0.297807659
1,2.694092077,0.374680092
1,3.177588869,0.338844922
1,1.896994048,0.401642463
1,5.157421032,0.136288996
0,4.389679583,0.099893968
1,3.902550336,0.164326303
2,2.801841338,0.454287718
0,3.346801052,0.165338819
0,2.716549839,0.398208752
1,3.453639148,0.413816513
2,4.376339566,0.197640621
0,4.95473576,0.13420141
1,2.550396566,0.09771166
0,3.6541421,0.23187916
2,3.785687397,0.390898123
3,3.621811017,0.116131476
0,4.027632059,0.132890174
0,3.384816743,0.220061996
0,4.838578567,0.334529934
3,4.530122969,0.024142195
1,4.72508775,0.206156376
1,3.716887364,0.267435472
0,4.002797744,0.089432462
1,5.122943221,0.42187603
1,4.019017691,0.350149962
0,4.439393975,0.428436728
1,3.585642061,0.282771713
2,4.592291636,0.206656753
1,3.506943284,0.181635727
0,4.083271054,0.450141388
0,4.769425661,0.444238741
1,3.467054417,0.474335055
1,4.306667012,0.050236059
0,3.611351948,0.47400253
2,4.116631265,0.284510905
1,4.035381024,0.287264286
0,2.12961758,0.328217138
2,4.493304197,0.026180457
1,4.12185724,0.223934341
1,5.595223336,0.364827447
0,4.597258296,0.076017797
1,5.21171667,0.176450845
1,4.356027514,0.029410862
0,4.077534582,0.449741865
2,2.079731328,0.020523637
3,5.29140288,0.168297747
0,3.596283159,0.457838605
0,1.925565561,0.03860687
1,4.022178293,0.263733917
2,3.925372157,0.236457758
1,2.208107887,0.35730758
2,3.872267339,0.22340491
0,4.337419828,0.165280932
0,3.039840333,0.329696868
0,3.309919231,0.058602507
2,5.593523038,0.140886164
2,3.784060317,0.248680611
0,3.555730241,0.39793973
1,3.512611622,0.271750395
0,4.43960041,0.466288957
2,2.891591034,0.029506024
0,3.247388538,0.384329904
1,3.008244486,0.109646099
1,2.618400346,0.440000704
0,3.434125382,0.352580578
2,3.425371696,0.299515844
1,4.269717057,0.150765015
0,3.941132454,0.268872378
0,2.536289788,0.201286513
1,2.210483423,0.440507339
1,2.668123891,0.32823852
3,4.610620685,0.236164008
1,3.366795823,0.47238946
1,2.225428146,0.442553959
0,3.712968137,0.428091221
1,5.020313159,0.389544994
1,3.398962164,0.3270496
1,3.433902676,0.059787651
0,3.829278886,0.280186121
0,3.402152257,0.313561456
1,5.478521071,0.092727358
2,3.391346416,0.28104326
0,3.999934084,0.231519194
0,3.699364737,0.355665727
0,3.365961945,0.098768663
0,2.464645417,0.112700579
3,4.24341532,0.438048301
0,3.711797656,0.178027082
1,5.203296534,0.009633305
2,3.249241375,0.214349373
0,3.122355627,0.23085396
0,4.705597373,0.322399757
2,5.160789087,0.39367957
1,3.93048322,0.432725143
1,3.742099975,0.399296588
0,2.100134902,0.097455878
2,4.00040492,0.219836565
1,3.830294793,0.12057081
1,4.391193783,0.231585364
0,3.513999724,0.005521355
0,2.993893646,0.330887533
0,4.473640944,0.252129989
2,2.793343916,0.274288322
0,4.475751062,0.391276931
1,4.743034435,0.336399149
1,3.403496631,0.381708543
0,5.012354707,0.36526031
0,3.787590062,0.327171745
1,4.108725693,0.259375159
2,4.103671578,0.429097335
1,4.791220389,0.270594425
2,4.024496881,0.113510189
1,4.17595356,0.389228402
1,3.595382164,0.217798632
0,3.580911327,0.106027945
1,4.190140675,0.406112049
2,3.162158055,0.032101322
0,3.311190387,0.372744282
1,3.519148413,0.327254324
1,3.555152628,0.070374895
1,1.785539114,0.257506693
0,3.893245476,0.078896146
0,3.675084645,0.444712979
0,6.19594916,0.131830767
2,3.679430981,0.315621508
1,3.31759091,0.324489583
2,3.511906893,0.417858128
2,5.475116407,0.390337922
1,4.988192579,0.114393095
0,3.138514559,0.060252055
1,5.177775795,0.341092556
0,3.527091611,0.475658356
0,4.139550711,0.046380781
0,4.348890738,0.11131568
3,3.920264145,0.336960007
2,4.294969329,0.389893339
1,3.12493048,0.248144216
1,3.367531059,0.130009191
0,4.300349877,0.425926434
4,5.142399023,0.129174194
1,3.797221355,0.225421911
1,3.230200479,0.474251009
1,4.282125571,0.224826685
1,2.747862981,0.128532491
0,4.243134649,0.423261667
1,3.313327962,0.458495176
0,4.290858919,0.48678212
3,4.036836244,0.292862847
0,3.612777676,0.311683
0,3.769349486,0.144407775
1,5.298484743,0.334421455
1,3.031916457,0.458774842
1,3.606793075,0.233386735
0,5.15495194,0.196784091
2,3.758453139,0.222225494
2,2.774490134,0.082240503
0,4.59664204,0.289645654
2,4.909191776,0.215628406
0,4.035301704,0.292239422
1,4.353574692,0.189022363
1,5.22521736,0.494287838
0,5.022841233,0.006523825
2,4.128425556,0.176149929
2,2.849014435,0.074117199
0,4.337168648,0.010676001
2,3.058828349,0.454670626
2,2.429187291,0.425880274
1,4.975912198,0.17583502
0,5.986641675,0.48139731
2,3.582058418,0.408642996
0,3.351094507,0.388528158
2,3.283737491,0.340702437
0,3.267558221,0.144298748
